Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model
Hyderabad,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8,7,Ford,FigoDiesel
Ahmedabad,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75,9,Volkswagen,Jetta2007-2011
Coimbatore,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75,5,Mahindra,TUV300
Chennai,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2,9,Ford,Ecosport1.5
Kochi,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42,5,Hyundai,Verna1.6
Pune,58000,CNG,Manual,First,37.24,998.0,58.16,5.0,3.0,8,Maruti,WagonR
Mumbai,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,6,Hyundai,i20Sportz
Kolkata,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75,14,Audi,A4New
Delhi,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5,7,Nissan,MicraActive
Jaipur,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0,8,Mercedes-Benz,M-ClassML
Delhi,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0,5,Land Rover,RoverDiscovery
Coimbatore,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25,4,Hyundai,Creta1.6
Mumbai,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,9,Skoda,Rapid1.6
Jaipur,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,7,Maruti,SwiftDzire
Delhi,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7,6,Hyundai,Creta1.6
Coimbatore,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21,5,Hyundai,Grandi10
Pune,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3,6,Mahindra,TUV300
Kochi,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72,8,Hyundai,Grandi10
Chennai,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0,11,BMW,X5xDrive
Coimbatore,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37,4,Maruti,DzireAMT
Delhi,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0,10,Toyota,Fortuner4x4
Hyderabad,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0,7,Audi,A62011-2015
Pune,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4,7,Honda,Jazz1.5
Coimbatore,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.69,7,Audi,Q74.2
Jaipur,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0,8,Mahindra,Scorpio2009-2014
Hyderabad,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8,10,Chevrolet,CruzeLTZ
Hyderabad,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7,10,Chevrolet,BeatDiesel
Coimbatore,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37,8,Audi,A435
Kochi,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72,4,Skoda,Rapid1.6
Pune,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.0,8,Maruti,SwiftDzire
Pune,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5,13,Toyota,Fortuner3.0
Jaipur,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9,10,Maruti,SwiftVDI
Coimbatore,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65,10,Honda,City1.5
Mumbai,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,29.95,10,Mercedes-Benz,M-ClassML
Bangalore,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.0,14,Maruti,SwiftLdi
Kolkata,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0,5,Ford,AspireTitanium
Mumbai,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11,13,Hyundai,i10Sportz
Kolkata,47000,Petrol,Manual,First,14.6,1616.303290019353,112.3128981777716,5.0,1.49,12,Fiat,Punto1.4
Jaipur,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,11,Maruti,AltoLXi
Coimbatore,62601,Diesel,Manual,First,23.59,1364.0,67.08,5.0,4.67,9,Toyota,EtiosLiva
Bangalore,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85,16,Maruti,SwiftVXI
Coimbatore,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.64,5,Mercedes-Benz,NewC-Class
Hyderabad,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91,11,Tata,IndicaV2
Jaipur,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42,8,Maruti,Alto800
Kolkata,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25,17,Skoda,Superb2.8
Kolkata,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8,9,Volkswagen,PoloPetrol
Coimbatore,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3,3,Maruti,DzireAMT
Bangalore,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5.25,12,Mahindra,ScorpioVLX
Jaipur,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2.9,12,Maruti,SwiftVdi
Pune,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,15.0,9,BMW,3Series
Jaipur,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,0.53,10,Tata,NanoSTD
Mumbai,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5,8,Toyota,Innova2.5
Mumbai,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.75,10,Honda,BrioS
Pune,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5.0,4,Tata,TiagoAMT
Kochi,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.09,8,Mahindra,ScorpioSLE
Hyderabad,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,19.99,11,BMW,5Series
Mumbai,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10.75,8,Toyota,CorollaAltis
Mumbai,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45,6,Honda,Cityi
Hyderabad,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.9,14,Hyundai,VernaCRDi
Kolkata,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.7,7,Maruti,SwiftDzire
Coimbatore,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.11,6,Maruti,CiazZXi
Jaipur,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,8,Ford,Ecosport1.5
Hyderabad,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2,11,Maruti,AltoK10
Kochi,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,8.86,3,Honda,AmazeV
Delhi,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.3,7,Mahindra,XUV500W6
Coimbatore,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.57,5,Mahindra,TUV300
Chennai,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7.9,5,Honda,JazzVX
Kochi,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.65,4,Maruti,SwiftVXI
Delhi,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.25,9,Volkswagen,PoloPetrol
Coimbatore,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,16.27,3,Hyundai,Creta1.6
Coimbatore,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3.21,11,Chevrolet,BeatLS
Kolkata,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.9,9,Honda,AmazeVX
Mumbai,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,6.5,14,Mercedes-Benz,E-Class230
Hyderabad,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,48.0,6,BMW,5Series
Mumbai,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18.9,6,Audi,A335
Pune,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.6,7,Maruti,SwiftDzire
Kolkata,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5,7,Maruti,SwiftDzire
Pune,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,7.0,11,Toyota,Innova2.5
Bangalore,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,41.75,6,BMW,X3xDrive20d
Hyderabad,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,10.5,15,BMW,5Series
Coimbatore,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.09,8,Mahindra,XUV500W8
Delhi,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0,13,Honda,City1.5
Chennai,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,12.0,8,Force,OneLX
Jaipur,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,4.91,7,Volkswagen,Polo1.5
Kolkata,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.0,12,Honda,JazzS
Hyderabad,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.3,7,Toyota,EtiosLiva
Mumbai,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.22,8,Nissan,TerranoXV
Kochi,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.57,5,BMW,X3xDrive
Mumbai,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75,12,Hyundai,i201.2
Kochi,43912,CNG,Manual,First,21.139999999999997,1196.0,73.0,5.0,4.33,4,Maruti,Eeco5
Hyderabad,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.75,11,Ford,FiestaEXi
Kochi,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.91,8,Honda,City1.5
Chennai,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.35,9,Maruti,SwiftVDI
Delhi,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.25,8,Hyundai,Grandi10
Pune,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,68.0,5,Audi,Q745
Mumbai,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5,6,Volkswagen,Ameo1.2
Kochi,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.08,4,Honda,Cityi
Kochi,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.48,4,Maruti,BalenoAlpha
Jaipur,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,6,Hyundai,Grandi10
Jaipur,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.5,11,Maruti,SwiftDzire
Delhi,63000,Petrol,Manual,First,16.1,1616.303290019353,112.3128981777716,5.0,1.6,16,Maruti,Swift1.3
Delhi,72000,Diesel,Automatic,First,18.236512961941532,2179.0,115.0,5.0,15.5,9,Land Rover,RoverFreelander
Hyderabad,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,19.0,9,Toyota,Fortuner3.0
Hyderabad,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4,5,Honda,JazzVX
Pune,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.25,6,Maruti,VitaraBrezza
Kolkata,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25,8,Maruti,SwiftDzire
Delhi,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,5.7,7,Skoda,Rapid1.5
Hyderabad,46000,Diesel,Automatic,Second,18.236512961941532,2179.0,115.0,5.0,26.0,9,Land Rover,RoverFreelander
Hyderabad,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.49,9,Maruti,Alto800
Pune,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.0,11,Volkswagen,PoloPetrol
Delhi,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.95,7,Honda,Cityi
Delhi,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.69,9,Maruti,SwiftDzire
Bangalore,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,26.0,8,Audi,A42.0
Kolkata,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.5,7,Honda,Cityi
Chennai,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.85,6,Ford,FigoAspire
Kochi,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39,4,Maruti,VitaraBrezza
Hyderabad,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.99,7,Renault,Duster110PS
Hyderabad,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95,6,Hyundai,i20Active
Mumbai,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5,12,Mahindra,LoganPetrol
Mumbai,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55,16,Honda,CityZX
Bangalore,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75,12,Ford,FigoPetrol
Mumbai,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25,8,Renault,DusterPetrol
Kolkata,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,7,Hyundai,i10Sportz
Coimbatore,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,56.14,3,Land Rover,RoverDiscovery
Ahmedabad,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0,13,Audi,Q52008-2012
Mumbai,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25,19,Maruti,VersaDX2
Kolkata,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5,5,Maruti,SwiftDzire
Coimbatore,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.81,7,Audi,A42.0
Ahmedabad,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3,8,Volkswagen,Polo1.2
Chennai,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0,12,Toyota,Fortuner3.0
Jaipur,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75,12,Toyota,Fortuner3.0
Coimbatore,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58,10,Honda,Accord2.4
Chennai,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8,10,Maruti,SwiftZDi
Pune,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65,14,Skoda,Fabia1.2
Kolkata,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0,5,Jeep,Compass2.0
Ahmedabad,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0,8,Tata,NanoTwist
Hyderabad,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65,15,Ford,Fiesta1.6
Ahmedabad,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6,7,Maruti,CelerioZDi
Delhi,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5,11,Toyota,Fortuner3.0
Ahmedabad,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6,7,Maruti,CelerioZDi
Pune,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.05,7,Hyundai,EONEra
Bangalore,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,6.0,11,Ford,FiestaDiesel
Ahmedabad,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.75,9,Volkswagen,Polo1.2
Coimbatore,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.17,6,Volkswagen,Polo1.2
Coimbatore,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.05,5,Maruti,VitaraBrezza
Coimbatore,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.05,9,Honda,BrioS
Pune,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,9,Maruti,SwiftDzire
Kolkata,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75,4,Maruti,CelerioLXI
Mumbai,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.85,6,Hyundai,Creta1.6
Kochi,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.24,6,Ford,Ecosport1.5
Hyderabad,64000,Diesel,Manual,First,17.8,1248.0,74.0,5.0,5.99,6,Maruti,SwiftVDI
Jaipur,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,6.5,14,Honda,CR-VRVi
Coimbatore,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,58.91,3,Land Rover,RoverDiscovery
Delhi,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.0,8,Mahindra,XUV500W8
Kochi,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.64,7,Volkswagen,Polo1.2
Kochi,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.32,12,Hyundai,i10Magna
Chennai,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.78,10,Hyundai,i10Magna
Kochi,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,8.95,6,Chevrolet,CruzeLTZ
Mumbai,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,21.95,9,Mercedes-Benz,E-ClassE
Ahmedabad,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,7.9,9,Hyundai,Sonata2.4
Kolkata,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,29.0,15,Mercedes-Benz,NewC-Class
Kolkata,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25,9,Volkswagen,PoloDiesel
Mumbai,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.9,8,Honda,Cityi
Coimbatore,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.88,5,Maruti,VitaraBrezza
Coimbatore,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.78,3,Hyundai,Elitei20
Kolkata,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,2.75,11,Tata,NewSafari
Kochi,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5.98,8,Nissan,Sunny2011-2014
Delhi,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,31.0,11,BMW,3Series
Delhi,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,3.55,11,Toyota,Corolla1.8
Kochi,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.24,7,Hyundai,Verna1.6
Kolkata,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.19,13,Maruti,SwiftDzire
Hyderabad,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.5,9,Maruti,DzireVDI
Pune,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1,8,Maruti,AltoK10
Coimbatore,43686,Petrol,Automatic,First,10.5,5000.0,503.0,4.0,50.66,11,Jaguar,XJ5.0
Kolkata,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.0,10,Mercedes-Benz,NewC-Class
Mumbai,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,5.5,9,Hyundai,VernaCRDi
Pune,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5.0,1.2,15,Chevrolet,Aveo1.6
Hyderabad,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.3,8,Maruti,SwiftVXI
Chennai,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.3,7,Hyundai,Verna1.6
Kochi,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,40.47,5,Mercedes-Benz,GLC220d
Delhi,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,16.1,9,Toyota,Fortuner4x2
Delhi,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.0,8,Audi,Q52008-2012
Mumbai,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.95,14,BMW,3Series
Delhi,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65,6,Maruti,Alto800
Coimbatore,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.81,10,Maruti,AltoK10
Hyderabad,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,17.5,10,Audi,A41.8
Mumbai,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3,10,Maruti,SwiftVXi
Kochi,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.34,3,Maruti,WagonR
Hyderabad,41000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,8.5,6,Skoda,Rapid1.5
Kochi,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,2.69,12,Honda,JazzS
Ahmedabad,52000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.5,7,Mahindra,XUV500W10
Coimbatore,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.06,11,Maruti,RitzVXi
Hyderabad,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,49.0,6,Mercedes-Benz,GLE250d
Bangalore,72000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4.6,10,Skoda,Rapid1.6
Delhi,63776,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.96,7,Hyundai,Grandi10
Mumbai,28133,Petrol,Manual,First,18.6,1197.0,81.86,5.0,5.6,7,Hyundai,Elitei20
Kolkata,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,5,Tata,ZestQuadrajet
Jaipur,55697,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.5,7,Hyundai,i20Magna
Delhi,62000,Diesel,Manual,Second,20.5,1598.0,103.5,5.0,3.0,10,Skoda,Rapid1.6
Mumbai,48000,Petrol,Manual,First,16.0,1368.0,90.0,5.0,3.0,11,Fiat,LineaEmotion
Pune,90246,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.95,12,Maruti,SwiftVXI
Hyderabad,80500,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.45,7,Tata,IndicaV2
Pune,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.99,10,Mercedes-Benz,NewC-Class
Bangalore,28541,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,60.75,6,Mercedes-Benz,GLE350d
Kolkata,45500,Petrol,Manual,Second,18.236512961941532,1086.0,62.1,5.0,1.17,14,Hyundai,SantroXing
Chennai,41000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5,10,Honda,CityV
Mumbai,58000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.5,12,Hyundai,i20Magna
Chennai,99000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5,7,Toyota,Fortuner4x2
Delhi,31200,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.9,8,Hyundai,Grandi10
Chennai,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3.5,13,Volkswagen,Jetta2007-2011
Hyderabad,60924,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,8.3,6,Ford,EcoSport1.5
Chennai,45000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,10,Hyundai,EONMagna
Kolkata,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,2.65,11,Nissan,MicraXV
Kochi,30534,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7.42,6,Honda,Jazz1.2
Kochi,46399,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.63,6,Volkswagen,Polo1.2
Kolkata,42000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.09,14,Maruti,AltoLXi
Delhi,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.8,11,Hyundai,Verna1.6
Mumbai,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.75,9,Mercedes-Benz,E-Class2009-2013
Coimbatore,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.27,7,Tata,ZestRevotron
Mumbai,39566,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,2.75,10,Honda,BrioS
Chennai,14980,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.4,6,Honda,JazzVX
Jaipur,18491,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.9,5,Maruti,AltoK10
Jaipur,90000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,0.7,22,Maruti,ZenVXi
Pune,118211,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.9,7,Hyundai,i20Sportz
Coimbatore,63316,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9.58,6,Maruti,SX4S
Delhi,42000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,24.95,8,Mercedes-Benz,E-Class2009-2013
Kochi,25648,Petrol,Manual,First,13.7,1399.0,98.82,7.0,4.29,7,Chevrolet,EnjoyPetrol
Delhi,67612,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11.5,11,Mercedes-Benz,E-Class2009-2013
Mumbai,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.65,6,Mahindra,XUV500W4
Mumbai,20000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75,7,Hyundai,i10Sportz
Pune,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5.0,1.1,15,Hyundai,Getz1.3
Coimbatore,118218,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,31.41,8,Audi,Q73.0
Pune,99000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,6.0,10,Mahindra,ScorpioSLE
Pune,22700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.55,6,Honda,Jazz1.2
Jaipur,28000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,10.91,5,Tata,SafariStorme
Kolkata,62000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.25,8,Mahindra,XUV500W6
Hyderabad,107023,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9,10,Volkswagen,PoloDiesel
Delhi,71082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.95,10,Maruti,SwiftDzire
Mumbai,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.0,9,Audi,Q32.0
Delhi,21701,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.38,8,Maruti,CelerioZXI
Mumbai,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.45,11,Honda,CityV
Delhi,32450,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,6,Hyundai,i201.2
Jaipur,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.75,6,Renault,KWIDRXT
Kochi,20483,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.3,3,Mercedes-Benz,CLA200
Hyderabad,45800,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5,8,Ford,Ecosport1.5
Coimbatore,35441,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.87,7,Hyundai,i20Asta
Bangalore,86398,Diesel,Manual,First,12.99,2494.0,100.6,7.0,15.2,7,Toyota,Innova2.5
Chennai,150000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5,10,Nissan,Sunny2011-2014
Hyderabad,89000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.85,8,Maruti,SwiftVDI
