age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
16-25,male,majority,0-9y,university,middle class,0.4965338738721264,True,before 2015,True,True,6000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,working class,0.43192928411686055,False,before 2015,False,True,13000.0,sedan,0,0,3,True
40-64,female,majority,20-29y,high school,upper class,0.7765591455706297,True,before 2015,False,True,13000.0,sedan,3,0,0,False
40-64,female,majority,20-29y,high school,upper class,0.6182580991974427,True,before 2015,True,True,15000.0,sedan,2,0,1,False
16-25,male,majority,0-9y,high school,poverty,0.2343895342350447,True,before 2015,False,False,12000.0,sedan,0,0,0,True
26-39,male,majority,0-9y,high school,poverty,0.3505304279819008,False,before 2015,True,True,8000.0,sedan,0,0,0,True
65+,female,minority,30y+,none,middle class,0.4874645595687514,True,before 2015,True,True,5000.0,sedan,3,0,0,False
40-64,male,majority,20-29y,university,upper class,0.6695729313068942,True,after 2015,False,True,11000.0,sedan,3,0,1,True
40-64,female,majority,20-29y,high school,middle class,0.6001996811721423,True,before 2015,False,True,11697.003206900365,sedan,1,0,0,False
16-25,female,majority,0-9y,high school,working class,0.4256430305423096,False,before 2015,False,True,15000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.4772592012898568,False,before 2015,False,True,13000.0,sedan,2,0,4,True
16-25,female,majority,0-9y,none,working class,0.4358748607590172,False,after 2015,True,True,12000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,none,poverty,0.3930116698115786,False,before 2015,False,True,11000.0,sedan,2,1,4,False
65+,male,minority,20-29y,university,upper class,0.4143016805242815,True,before 2015,True,True,11697.003206900365,sedan,1,0,1,False
16-25,male,minority,0-9y,university,middle class,0.4699857525886301,True,before 2015,False,True,11000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.328671664213881,True,after 2015,False,True,11697.003206900365,sedan,3,0,1,False
65+,male,majority,0-9y,university,upper class,0.613826977680089,True,before 2015,True,True,11000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,poverty,0.34833133094379204,False,before 2015,False,False,13000.0,sedan,0,0,0,True
65+,female,majority,30y+,high school,upper class,0.6381004203412624,False,before 2015,True,True,11697.003206900365,sedan,2,1,4,False
40-64,female,majority,20-29y,high school,upper class,0.6357600253126064,True,before 2015,False,True,11000.0,sedan,1,0,3,False
16-25,male,majority,0-9y,university,poverty,0.3045477014251953,True,before 2015,False,True,15000.0,sedan,0,0,0,True
40-64,male,minority,10-19y,none,poverty,0.34833133094379204,False,before 2015,False,True,9000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,poverty,0.34833133094379204,False,before 2015,False,False,14000.0,sedan,0,0,0,True
65+,female,majority,30y+,high school,upper class,0.6641451987815057,False,before 2015,True,True,9000.0,sedan,3,0,0,False
26-39,female,majority,0-9y,university,upper class,0.5579951427753703,True,after 2015,True,False,12000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,university,working class,0.3699006108349729,True,before 2015,True,False,13000.0,sedan,0,0,0,False
65+,male,majority,30y+,high school,upper class,0.6065484983345751,True,before 2015,True,True,13000.0,sedan,4,0,0,False
26-39,female,majority,10-19y,high school,working class,0.6469238969549422,False,before 2015,False,True,12000.0,sedan,0,0,1,False
16-25,male,majority,0-9y,high school,working class,0.3977001998989168,True,after 2015,False,True,13000.0,sedan,0,0,0,True
40-64,male,minority,10-19y,high school,upper class,0.7928853742076165,True,before 2015,False,True,11697.003206900365,sedan,1,0,1,False
65+,male,majority,30y+,university,upper class,0.7042280046651094,True,after 2015,False,False,14000.0,sedan,5,0,2,False
65+,female,majority,30y+,university,upper class,0.6567180218384583,True,after 2015,True,True,11000.0,sedan,0,0,2,False
65+,male,majority,10-19y,university,upper class,0.613826977680089,True,after 2015,False,True,11000.0,sedan,1,1,2,False
26-39,male,majority,10-19y,university,middle class,0.5236585383213973,True,before 2015,True,False,9000.0,sports car,2,1,0,False
26-39,female,majority,10-19y,university,middle class,0.5938543280814313,False,after 2015,False,True,11000.0,sports car,0,0,0,False
26-39,female,majority,10-19y,high school,middle class,0.4234802054638045,True,after 2015,False,True,17000.0,sedan,0,0,1,False
26-39,male,majority,10-19y,none,middle class,0.4118137181793745,True,before 2015,True,True,9000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,upper class,0.5237786428900093,True,before 2015,True,True,8000.0,sedan,2,0,1,False
26-39,male,majority,10-19y,high school,working class,0.4370059167559577,True,after 2015,True,True,7000.0,sedan,4,1,2,False
16-25,female,minority,0-9y,high school,poverty,0.26792669036558,False,after 2015,False,False,15000.0,sedan,0,0,0,False
40-64,female,minority,20-29y,none,upper class,0.6654769083432548,True,before 2015,False,False,16000.0,sedan,3,0,0,False
26-39,female,majority,10-19y,high school,poverty,0.4352284719693461,False,after 2015,False,True,12000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,high school,middle class,0.5502490277614757,True,before 2015,False,True,10000.0,sedan,0,0,1,False
26-39,male,majority,10-19y,high school,poverty,0.3549671388000978,False,after 2015,True,True,8000.0,sedan,4,0,1,True
65+,male,majority,10-19y,university,upper class,0.2558368788769217,True,before 2015,True,True,11697.003206900365,sedan,0,0,3,False
26-39,female,majority,10-19y,none,poverty,0.2701930462498648,True,after 2015,True,False,12000.0,sedan,0,0,1,False
65+,male,majority,0-9y,university,upper class,0.7140675054489758,True,after 2015,True,True,8000.0,sedan,0,0,0,True
26-39,female,majority,0-9y,none,working class,0.3322173325159018,False,before 2015,True,True,13000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,poverty,0.3189177392150015,True,before 2015,False,True,11000.0,sedan,0,0,0,True
40-64,male,minority,0-9y,university,upper class,0.6282607890183867,True,after 2015,True,True,13000.0,sedan,0,0,0,False
26-39,female,minority,10-19y,none,poverty,0.3135714708801836,False,before 2015,True,True,8000.0,sedan,0,0,2,False
65+,female,majority,30y+,university,upper class,0.8275166511075266,False,before 2015,False,True,11697.003206900365,sedan,3,1,3,False
40-64,male,majority,20-29y,university,upper class,0.6150016644670072,True,after 2015,True,True,7000.0,sedan,4,1,2,False
26-39,female,majority,10-19y,high school,poverty,0.4271866929096974,True,before 2015,False,True,11000.0,sedan,0,0,1,True
26-39,female,majority,0-9y,university,middle class,0.5236585383213973,True,before 2015,True,True,11000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,upper class,0.5705957708938973,True,before 2015,True,False,12000.0,sedan,0,0,0,False
26-39,male,majority,0-9y,none,working class,0.43192928411686055,True,after 2015,False,True,13000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,university,middle class,0.5660865838074837,True,before 2015,True,True,14000.0,sedan,3,0,4,False
65+,female,majority,0-9y,high school,upper class,0.7246516260211215,True,after 2015,False,True,15000.0,sedan,0,0,0,False
65+,male,majority,10-19y,high school,upper class,0.5944123555771336,True,after 2015,True,True,12000.0,sedan,3,0,1,False
26-39,male,majority,10-19y,none,poverty,0.4157358422399237,False,before 2015,True,True,10000.0,sedan,1,0,1,True
26-39,female,majority,10-19y,high school,middle class,0.6806248475377844,True,after 2015,False,True,12000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,none,middle class,0.2281286996504181,False,before 2015,True,True,7000.0,sedan,8,2,2,False
40-64,male,majority,0-9y,university,upper class,0.6839659624662064,True,after 2015,True,True,5000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,university,upper class,0.6476691481025054,True,after 2015,False,True,10000.0,sedan,3,0,2,False
40-64,male,majority,20-29y,high school,poverty,0.256228561983949,False,before 2015,False,True,13000.0,sedan,0,0,3,False
16-25,female,majority,0-9y,high school,working class,0.43192928411686055,True,before 2015,False,False,18000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,high school,poverty,0.4076710274049052,False,before 2015,False,True,12000.0,sedan,2,0,1,False
16-25,female,majority,0-9y,university,upper class,0.4316194342524034,True,after 2015,False,True,11000.0,sedan,0,0,0,False
26-39,male,minority,10-19y,none,working class,0.43192928411686055,False,before 2015,False,False,12000.0,sedan,3,0,1,True
16-25,female,majority,0-9y,none,poverty,0.34833133094379204,False,before 2015,False,False,14000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,working class,0.43192928411686055,False,before 2015,False,False,15000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,university,upper class,0.5365905524626464,True,before 2015,True,True,12000.0,sedan,0,1,0,False
40-64,male,majority,20-29y,high school,middle class,0.6050150174493037,True,before 2015,False,False,15000.0,sedan,0,1,1,False
40-64,male,majority,10-19y,high school,upper class,0.6890168595706068,True,after 2015,True,True,12000.0,sedan,1,0,2,False
16-25,female,majority,0-9y,high school,working class,0.3607003088952675,True,before 2015,False,True,14000.0,sedan,0,0,0,False
40-64,female,minority,20-29y,university,upper class,0.7724106704853996,True,before 2015,True,True,9000.0,sedan,2,0,2,False
40-64,female,majority,10-19y,university,middle class,0.5623849102205396,True,after 2015,True,True,10000.0,sedan,0,0,5,False
26-39,male,majority,10-19y,university,upper class,0.6047903720798489,False,after 2015,True,True,15000.0,sedan,0,0,3,False
26-39,male,majority,0-9y,university,upper class,0.6649526471177105,True,before 2015,False,True,15000.0,sedan,0,0,0,False
26-39,female,minority,10-19y,none,poverty,0.2584986475919236,True,before 2015,False,True,14000.0,sedan,0,0,1,False
65+,female,majority,30y+,university,upper class,0.6229219906418461,True,after 2015,True,True,7000.0,sedan,6,0,4,False
16-25,female,majority,0-9y,high school,poverty,0.221954566050738,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
26-39,female,majority,10-19y,university,upper class,0.7338838668548553,True,after 2015,False,False,13000.0,sedan,2,0,2,False
26-39,male,majority,10-19y,university,working class,0.43192928411686055,True,before 2015,False,True,12000.0,sedan,3,0,3,False
40-64,male,majority,20-29y,university,upper class,0.4886968630423373,True,before 2015,True,True,11697.003206900365,sedan,3,1,2,False
16-25,female,majority,0-9y,none,working class,0.3974832419886633,False,before 2015,False,False,14000.0,sedan,0,0,0,True
65+,male,majority,30y+,high school,upper class,0.5949848654212657,True,after 2015,True,True,7000.0,sedan,3,0,8,False
26-39,male,majority,10-19y,none,working class,0.43192928411686055,False,before 2015,False,False,15000.0,sedan,0,1,2,False
26-39,female,majority,0-9y,high school,middle class,0.5074866002249934,True,before 2015,False,True,13000.0,sedan,0,0,0,False
65+,male,majority,10-19y,university,upper class,0.5787321513939002,True,after 2015,True,True,7000.0,sedan,2,0,1,False
40-64,female,majority,0-9y,university,upper class,0.613826977680089,True,after 2015,True,True,11000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,working class,0.3700495619279837,False,after 2015,False,False,16000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,upper class,0.5209372267151192,True,after 2015,False,True,10000.0,sedan,4,1,2,False
40-64,female,majority,0-9y,university,upper class,0.629561765194454,True,after 2015,False,True,11000.0,sedan,0,0,0,False
65+,male,majority,30y+,high school,upper class,0.5095099913719647,True,before 2015,False,True,11000.0,sedan,7,0,3,False
65+,female,majority,30y+,high school,middle class,0.6049065358383727,True,before 2015,True,True,9000.0,sports car,10,0,3,False
65+,male,majority,30y+,university,upper class,0.6738113407942623,True,after 2015,True,True,13000.0,sedan,4,0,3,False
40-64,male,majority,0-9y,university,upper class,0.6395131960576228,True,before 2015,True,False,14000.0,sedan,0,0,0,False
26-39,male,minority,10-19y,none,poverty,0.3754060474029069,False,before 2015,False,False,12000.0,sedan,2,2,0,True
65+,female,majority,20-29y,high school,upper class,0.6002914540131934,True,before 2015,True,True,10000.0,sedan,1,0,1,False
26-39,male,majority,10-19y,high school,poverty,0.2903776965781191,False,before 2015,True,True,12000.0,sedan,4,0,5,True
26-39,male,majority,10-19y,none,working class,0.337763772273958,False,after 2015,True,False,12000.0,sedan,2,1,2,False
40-64,male,majority,10-19y,university,upper class,0.6238940157264959,True,after 2015,True,True,10000.0,sedan,2,3,1,False
26-39,male,majority,0-9y,none,poverty,0.1922339121015746,False,before 2015,False,True,14000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,university,upper class,0.6448895574873921,True,after 2015,False,True,14000.0,sedan,1,0,0,False
65+,female,majority,10-19y,high school,middle class,0.6338098771565343,True,before 2015,False,True,9000.0,sedan,2,0,1,True
65+,female,majority,10-19y,high school,upper class,0.582437823884746,True,before 2015,False,True,11000.0,sedan,1,1,0,False
26-39,female,majority,10-19y,university,upper class,0.5980305580914328,True,after 2015,False,False,12000.0,sedan,0,0,1,False
40-64,male,majority,20-29y,high school,upper class,0.5489150697748575,True,after 2015,True,True,10000.0,sedan,1,0,2,False
40-64,male,majority,20-29y,university,upper class,0.5523881323880686,True,after 2015,True,True,11000.0,sedan,7,1,2,False
26-39,female,majority,10-19y,high school,upper class,0.5095717000423156,False,after 2015,False,True,10000.0,sedan,2,0,0,False
26-39,male,majority,0-9y,high school,middle class,0.5117376349446104,True,before 2015,False,False,13000.0,sedan,0,0,0,True
65+,male,majority,30y+,high school,middle class,0.4628364662982673,True,before 2015,True,True,11697.003206900365,sedan,5,0,2,False
26-39,male,majority,0-9y,high school,middle class,0.4794069219483382,False,before 2015,False,True,10000.0,sedan,0,0,0,True
65+,male,majority,30y+,university,upper class,0.7123848645541435,True,before 2015,True,True,9000.0,sedan,3,0,6,False
40-64,female,majority,20-29y,high school,upper class,0.5561496317258147,True,after 2015,True,True,8000.0,sedan,1,0,1,False
16-25,male,majority,0-9y,none,poverty,0.3372573932305708,False,before 2015,True,True,11697.003206900365,sedan,0,0,0,True
16-25,male,majority,0-9y,high school,poverty,0.2678767803164774,False,before 2015,False,False,14000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.5239348835695834,True,before 2015,True,True,13000.0,sedan,4,3,1,False
16-25,female,minority,0-9y,high school,working class,0.5636837161034072,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.3453572376484412,True,after 2015,True,False,15000.0,sedan,0,0,1,False
26-39,male,majority,0-9y,university,middle class,0.5236585383213973,True,before 2015,True,True,11000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,university,upper class,0.4162840973092876,True,after 2015,False,True,11000.0,sedan,7,2,2,False
65+,male,majority,10-19y,university,upper class,0.6710577400351899,True,before 2015,True,False,19000.0,sedan,1,0,1,True
40-64,male,majority,20-29y,high school,upper class,0.6092538270787325,False,after 2015,True,True,11000.0,sedan,2,0,2,False
65+,female,majority,30y+,none,upper class,0.6377627271910699,True,after 2015,True,True,9000.0,sedan,0,0,9,False
40-64,male,majority,20-29y,none,working class,0.4146216328652929,False,before 2015,False,True,16000.0,sports car,1,1,2,False
26-39,female,majority,10-19y,none,poverty,0.3359988718015389,False,before 2015,True,True,12000.0,sedan,2,0,1,True
40-64,male,majority,20-29y,university,middle class,0.5260178391079982,True,before 2015,False,True,15000.0,sedan,5,2,3,False
65+,male,majority,30y+,university,upper class,0.6079374664098495,True,after 2015,True,True,11000.0,sedan,4,1,6,False
65+,female,majority,30y+,university,upper class,0.5183509849945727,True,before 2015,True,True,12000.0,sedan,1,0,2,False
16-25,male,minority,0-9y,none,poverty,0.3795074091352928,False,before 2015,False,True,11000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.4403460315331537,True,after 2015,False,True,14000.0,sedan,2,0,1,False
40-64,female,majority,20-29y,high school,working class,0.3081124927383421,True,before 2015,True,False,14000.0,sedan,0,2,0,False
40-64,female,majority,0-9y,university,middle class,0.5106534385283876,False,after 2015,True,True,9000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,high school,upper class,0.4965554571818523,True,after 2015,False,True,11000.0,sedan,2,0,2,False
16-25,female,majority,0-9y,university,working class,0.43192928411686055,True,before 2015,True,False,13000.0,sedan,0,0,0,False
65+,female,majority,10-19y,university,upper class,0.5969511707936863,True,after 2015,False,True,15000.0,sedan,0,0,0,False
65+,male,majority,30y+,high school,upper class,0.7445940362318062,True,after 2015,False,True,12000.0,sedan,6,0,3,False
16-25,female,majority,0-9y,high school,poverty,0.3528606512240136,True,before 2015,False,False,16000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,high school,middle class,0.4725620372205885,True,before 2015,True,False,11697.003206900365,sedan,2,0,0,False
40-64,female,majority,20-29y,high school,working class,0.5034561261777147,True,before 2015,True,True,7000.0,sedan,3,0,1,False
40-64,female,majority,20-29y,high school,upper class,0.5281279666088714,True,after 2015,True,True,11000.0,sedan,3,0,0,False
65+,male,majority,30y+,high school,upper class,0.5360526546947815,True,before 2015,False,False,14000.0,sedan,11,5,2,False
40-64,female,majority,20-29y,university,upper class,0.609239430274789,True,after 2015,True,True,13000.0,sedan,0,1,2,False
26-39,female,majority,10-19y,university,upper class,0.6119061158789385,True,after 2015,False,True,11000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,high school,poverty,0.3397399692489963,False,before 2015,False,False,14000.0,sedan,1,0,0,True
65+,male,majority,10-19y,none,working class,0.3589212361536521,False,before 2015,True,False,15000.0,sedan,0,0,4,True
26-39,female,majority,10-19y,high school,working class,0.43192928411686055,True,before 2015,False,True,13000.0,sedan,0,0,2,False
26-39,male,majority,10-19y,university,middle class,0.4451873369326039,False,before 2015,False,True,16000.0,sports car,0,0,0,False
40-64,male,majority,20-29y,none,working class,0.3644164683986453,False,before 2015,True,True,13000.0,sedan,3,0,5,False
65+,male,majority,20-29y,high school,upper class,0.5516614915267227,True,before 2015,True,True,12000.0,sedan,5,0,0,False
26-39,male,minority,0-9y,none,poverty,0.4300619438840933,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
40-64,male,majority,0-9y,high school,upper class,0.6792984756022082,True,after 2015,True,True,7000.0,sports car,0,0,0,False
40-64,female,majority,10-19y,university,middle class,0.5236585383213973,True,before 2015,True,True,12000.0,sedan,1,0,1,False
16-25,male,majority,0-9y,high school,working class,0.4454491673003073,False,before 2015,False,True,13000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,none,working class,0.43192928411686055,True,before 2015,True,True,11000.0,sedan,2,1,1,False
40-64,male,minority,20-29y,none,working class,0.3385823952882704,False,before 2015,False,True,10000.0,sedan,7,1,0,False
40-64,female,majority,10-19y,high school,working class,0.4444563698879946,True,before 2015,True,True,13000.0,sedan,0,0,1,False
26-39,female,majority,10-19y,university,middle class,0.5866750110603012,False,after 2015,True,True,8000.0,sedan,0,0,1,True
40-64,male,majority,20-29y,high school,upper class,0.8190662038642662,True,after 2015,True,True,11697.003206900365,sedan,0,0,2,False
26-39,male,majority,10-19y,high school,middle class,0.5068999531345123,True,before 2015,True,True,11000.0,sports car,3,0,1,False
26-39,female,majority,10-19y,none,middle class,0.6144328631450537,True,before 2015,False,False,16000.0,sedan,0,0,1,False
26-39,female,majority,10-19y,high school,poverty,0.4197584502477429,False,before 2015,False,True,10000.0,sedan,2,0,0,True
40-64,female,majority,10-19y,university,upper class,0.613826977680089,True,after 2015,True,True,13000.0,sedan,0,1,1,False
65+,female,minority,30y+,none,upper class,0.6246880057231377,False,after 2015,True,True,14000.0,sedan,3,1,4,False
65+,male,majority,30y+,high school,middle class,0.5180098219042293,False,before 2015,True,True,8000.0,sedan,10,3,3,False
26-39,female,majority,10-19y,university,middle class,0.6729433010805125,False,after 2015,True,True,8000.0,sedan,2,0,0,False
16-25,male,majority,0-9y,university,upper class,0.5145625380618862,True,after 2015,True,False,9000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.613826977680089,True,after 2015,False,True,13000.0,sedan,2,2,2,False
16-25,female,minority,0-9y,none,poverty,0.3054214227559466,False,before 2015,True,False,8000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,university,middle class,0.4585519228538674,True,before 2015,False,True,13000.0,sedan,1,0,1,False
65+,female,majority,30y+,high school,upper class,0.8057389907027154,True,before 2015,True,True,12000.0,sedan,2,0,5,False
16-25,female,majority,0-9y,high school,poverty,0.34833133094379204,False,before 2015,False,False,16000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,poverty,0.204331080735511,True,before 2015,True,False,12000.0,sedan,0,0,0,True
40-64,male,minority,20-29y,none,poverty,0.2868307040423252,True,before 2015,False,True,8000.0,sedan,5,1,2,False
40-64,female,majority,20-29y,none,poverty,0.4091433162660645,True,after 2015,False,True,11000.0,sedan,3,0,1,False
40-64,male,majority,20-29y,university,upper class,0.5196193023272175,True,after 2015,False,True,13000.0,sedan,3,2,6,False
40-64,female,majority,10-19y,university,upper class,0.613826977680089,True,after 2015,True,True,14000.0,sedan,2,0,0,False
65+,female,majority,30y+,university,upper class,0.7041103092342212,True,before 2015,True,True,8000.0,sedan,2,0,2,False
16-25,male,majority,0-9y,none,poverty,0.4160200997146181,True,before 2015,False,True,15000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,upper class,0.8103783788928026,True,before 2015,True,True,11697.003206900365,sedan,0,0,5,False
65+,male,majority,30y+,university,upper class,0.613826977680089,True,before 2015,True,True,13000.0,sedan,3,1,6,False
16-25,male,majority,0-9y,university,upper class,0.5975466225645271,False,before 2015,False,False,16000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,upper class,0.6914534434898879,True,before 2015,True,False,11697.003206900365,sedan,0,0,0,False
26-39,male,majority,0-9y,university,upper class,0.4525094766924492,False,before 2015,False,False,18000.0,sedan,0,0,0,True
40-64,female,majority,0-9y,none,working class,0.43192928411686055,True,before 2015,False,False,12000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,working class,0.4561475020425317,True,before 2015,False,True,16000.0,sedan,2,0,1,False
26-39,female,majority,10-19y,university,working class,0.4846708440812426,False,before 2015,False,True,15000.0,sedan,2,0,0,True
40-64,female,majority,0-9y,university,upper class,0.6046452351091336,False,after 2015,True,True,13000.0,sedan,0,0,0,False
40-64,male,majority,10-19y,university,upper class,0.613826977680089,True,before 2015,True,False,13000.0,sports car,2,3,0,True
40-64,male,majority,10-19y,none,middle class,0.4769429942150982,True,before 2015,False,False,16000.0,sedan,1,0,3,False
40-64,male,majority,20-29y,university,upper class,0.524854140061048,True,before 2015,False,False,12000.0,sedan,2,1,3,False
16-25,male,majority,0-9y,university,upper class,0.6155620953988491,False,before 2015,True,True,11000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,middle class,0.5615413060142965,False,after 2015,False,True,13000.0,sedan,0,1,2,False
26-39,female,majority,10-19y,university,upper class,0.7233944188837503,True,before 2015,False,True,13000.0,sedan,0,0,2,False
40-64,male,majority,20-29y,high school,upper class,0.5838985964818494,True,after 2015,False,False,16000.0,sedan,0,1,1,False
16-25,male,majority,0-9y,university,middle class,0.7041063079078885,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,poverty,0.3591172399399532,True,before 2015,True,True,10000.0,sedan,0,0,0,True
40-64,female,majority,10-19y,high school,upper class,0.5203529992618114,True,before 2015,True,True,6000.0,sedan,0,0,0,False
65+,female,majority,10-19y,university,upper class,0.6160017518360315,True,after 2015,False,True,9000.0,sedan,0,0,0,False
26-39,male,majority,0-9y,high school,working class,0.528242677579548,False,before 2015,False,True,13000.0,sedan,0,0,0,True
40-64,male,majority,10-19y,high school,upper class,0.6686019719325447,True,before 2015,True,False,17000.0,sports car,0,1,2,False
26-39,male,majority,10-19y,university,upper class,0.6206602298307339,True,after 2015,True,True,9000.0,sedan,1,1,2,False
40-64,male,minority,10-19y,high school,upper class,0.6094998883389061,True,before 2015,True,True,11000.0,sedan,2,0,0,False
65+,female,majority,10-19y,high school,upper class,0.5646452920588425,True,after 2015,False,False,11697.003206900365,sedan,0,0,0,False
26-39,male,majority,10-19y,high school,working class,0.5621951528284931,True,before 2015,False,False,19000.0,sedan,0,0,0,False
16-25,female,minority,0-9y,none,working class,0.3869930705618757,True,before 2015,False,True,13000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,high school,working class,0.4960458324575569,False,before 2015,False,False,16000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,upper class,0.6391903210037525,True,after 2015,True,True,4000.0,sedan,10,0,0,False
26-39,male,majority,10-19y,high school,working class,0.3786264445015992,False,before 2015,True,False,10000.0,sedan,1,0,1,True
40-64,female,majority,0-9y,university,middle class,0.5814284168094358,False,after 2015,True,True,10000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,middle class,0.5141750544284054,True,after 2015,False,False,14000.0,sedan,0,0,1,False
40-64,male,majority,20-29y,university,upper class,0.5314620230458572,True,before 2015,True,True,12000.0,sedan,8,1,4,False
65+,female,majority,30y+,high school,middle class,0.4457833613139871,False,before 2015,True,True,11000.0,sedan,2,1,0,False
16-25,female,minority,0-9y,none,poverty,0.34833133094379204,True,after 2015,True,True,13000.0,sedan,0,0,0,False
40-64,male,majority,10-19y,high school,upper class,0.5719653854438522,True,before 2015,True,False,16000.0,sedan,3,0,1,False
40-64,male,majority,20-29y,high school,middle class,0.5106644777629026,False,before 2015,True,True,12000.0,sedan,2,0,3,False
16-25,female,majority,0-9y,none,poverty,0.2288649445584185,False,before 2015,False,False,13000.0,sedan,0,0,0,True
65+,male,majority,10-19y,high school,upper class,0.6250976480020242,False,before 2015,True,True,11697.003206900365,sedan,2,0,0,True
26-39,female,majority,10-19y,none,working class,0.43192928411686055,True,after 2015,False,False,11000.0,sedan,0,0,1,False
26-39,female,majority,10-19y,university,upper class,0.5114308371949552,True,after 2015,True,True,10000.0,sedan,0,0,1,False
40-64,female,majority,20-29y,high school,upper class,0.5649422839101735,True,before 2015,True,True,8000.0,sedan,2,0,1,False
26-39,male,majority,10-19y,none,poverty,0.4217691019197355,False,before 2015,False,True,11000.0,sedan,0,0,1,True
26-39,male,majority,10-19y,university,middle class,0.5423099054020178,True,before 2015,False,False,11697.003206900365,sedan,1,1,0,False
65+,female,majority,30y+,high school,upper class,0.7325021979209161,True,before 2015,True,True,11697.003206900365,sedan,3,0,4,False
40-64,male,majority,20-29y,high school,upper class,0.613826977680089,True,before 2015,True,False,9000.0,sedan,10,0,3,False
40-64,male,majority,10-19y,university,upper class,0.6157527189496566,True,before 2015,True,True,8000.0,sports car,2,0,0,False
40-64,female,majority,20-29y,university,upper class,0.613826977680089,True,before 2015,True,False,11697.003206900365,sedan,0,0,2,False
16-25,female,majority,0-9y,high school,working class,0.3391041428260977,True,before 2015,False,False,14000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,working class,0.5654833178038101,True,before 2015,False,False,18000.0,sedan,2,0,1,False
40-64,female,majority,10-19y,high school,middle class,0.6000945606700809,False,before 2015,False,True,15000.0,sedan,1,0,0,True
26-39,male,majority,0-9y,high school,middle class,0.4703422702789483,True,before 2015,False,True,11000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.4056368272230281,True,after 2015,False,False,16000.0,sedan,2,0,0,False
40-64,female,minority,20-29y,high school,middle class,0.4984370269017703,True,before 2015,True,True,9000.0,sedan,0,0,2,False
26-39,female,majority,10-19y,none,poverty,0.2882323298695686,False,before 2015,False,False,17000.0,sedan,1,0,0,True
16-25,female,majority,0-9y,high school,middle class,0.4409363177864403,False,before 2015,True,True,10000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,upper class,0.7011043875619007,True,before 2015,False,True,11697.003206900365,sports car,1,0,1,False
26-39,male,majority,0-9y,university,upper class,0.5158410911068464,False,before 2015,False,False,13000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.552577033496693,True,before 2015,True,True,10000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.5571603034466789,True,before 2015,True,False,13000.0,sedan,0,0,1,False
65+,female,majority,30y+,university,upper class,0.6569952345792299,True,after 2015,True,True,8000.0,sedan,2,0,3,False
