Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Brand,Model,Price_log,Kilometers_Driven_log
Mumbai,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,10,Audi,A62011-2015,2.8622008809294686,10.819778284410283
Kolkata,Diesel,Manual,First,20.77,1248.0,88.8,7.0,10,Maruti,ErtigaZDI,1.6486586255873816,10.547759565313937
Coimbatore,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5,Hyundai,Grandi10,1.7984040119467235,10.774236837439904
Chennai,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,13,Tata,IndigoCS,0.9932517730102834,12.025749091398891
Chennai,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,3,Maruti,SwiftDzire,1.9095425048844386,11.082142548877775
Kolkata,Petrol,Manual,First,15.26,1598.0,103.5,5.0,11,Volkswagen,PoloPetrol,0.8544153281560676,10.736396675471232
Hyderabad,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5,Tata,Tiago1.2,1.6094379124341003,9.711115659888671
Kolkata,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6,Honda,Cityi,1.9387416595767009,10.571316925111784
Jaipur,Petrol,Manual,First,19.5,1199.0,86.76,5.0,4,Honda,AmazeV,1.9021075263969205,8.699514748210191
Hyderabad,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,7,Audi,A435,3.2188758248682006,11.002099841204238
Chennai,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,11,Volkswagen,VentoPetrol,1.3217558399823195,11.485759796897458
Chennai,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11,Volkswagen,VentoDiesel,1.3217558399823195,11.510993600120402
Pune,Petrol,Manual,First,17.0,1497.0,118.0,5.0,9,Honda,City1.5,1.62924053973028,10.736396675471232
Mumbai,Petrol,Manual,First,22.5,998.0,67.04,5.0,12,Maruti,WagonR,0.8960880245566357,9.392661928770137
Kolkata,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,17,Skoda,Superb2.8,1.1786549963416462,9.472858470764415
Kolkata,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8,Honda,Cityi,1.7047480922384253,10.165851817003619
Kochi,CNG,Manual,First,37.24,998.0,58.16,5.0,8,Maruti,WagonR,1.3270750014599193,11.132616276743182
Coimbatore,Diesel,Automatic,First,18.23651296194153,2987.0,165.0,5.0,6,Mercedes-Benz,M-ClassML,3.896706301316253,10.233977646051219
Kochi,Petrol,Manual,First,22.74,796.0,47.3,5.0,6,Maruti,Alto800,1.1118575154181303,10.852032479939616
Delhi,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7,Hyundai,i20Magna,1.589235205116581,9.95227771670556
Bangalore,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9,Ford,Ecosport1.5,1.8325814637483102,11.407564949312402
Hyderabad,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,7,BMW,3Series,3.4965075614664802,10.498332581805693
Chennai,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,11,BMW,X5xDrive,3.295836866004329,10.968198289528557
Coimbatore,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,8,Honda,AmazeS,1.6505798557652755,10.799514350728673
Mumbai,Petrol,Manual,First,15.85,1499.0,110.4,5.0,8,Ford,EcoSport1.5,1.749199854809259,10.345927263435653
Coimbatore,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,10,Jaguar,XF3.0,2.8081971497071487,11.234110628785555
Delhi,Petrol,Manual,First,14.53,1798.0,138.0,5.0,7,Toyota,Corolla1.8,2.3978952727983707,9.392661928770137
Pune,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,8,Hyundai,i10Sportz,1.0296194171811581,11.407564949312402
Kochi,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,3,Mercedes-Benz,NewC-Class,3.6373229671995344,9.759617182116425
Delhi,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,11,Skoda,LauraAmbiente,1.2947271675944,11.350406535472453
Hyderabad,Diesel,Manual,First,13.1,2499.0,141.0,7.0,15,Ford,Endeavour4x2,1.791759469228055,11.77528972943772
Coimbatore,Petrol,Manual,First,15.6,1196.0,70.0,5.0,9,Ford,FigoPetrol,1.5129270120532565,11.007551619882483
Kochi,Petrol,Manual,First,18.0,1198.0,86.7,5.0,7,Honda,AmazeS,1.6863989535702288,10.443687495508296
Mumbai,Diesel,Manual,First,19.1,1405.0,70.0,5.0,8,Tata,IndicaVista,1.1939224684724346,11.225243392518447
Hyderabad,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,10,Volvo,XC60D4,2.9041650800285006,11.362102575235644
Bangalore,Petrol,Manual,First,22.7,799.0,53.0,5.0,5,Datsun,RediGO,1.1314021114911006,9.392661928770137
Kochi,Petrol,Manual,First,21.1,814.0,55.2,5.0,9,Hyundai,EONEra,1.3454723665996355,10.964034460397444
Kolkata,Petrol,Manual,First,22.74,796.0,47.3,5.0,6,Maruti,Alto800,0.8919980393051105,10.09823162932864
Bangalore,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,11,Volkswagen,PoloPetrol,1.2809338454620642,11.097410021008562
Mumbai,Petrol,Manual,First,20.36,1197.0,78.9,5.0,7,Hyundai,i10Asta,1.3609765531356006,11.237369572316288
Chennai,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,9,Nissan,Sunny2011-2014,1.0647107369924282,11.580584113444043
Chennai,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,14,Toyota,CorollaAltis,1.252762968495368,11.362102575235644
Chennai,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,13,Hyundai,VernaCRDi,1.252762968495368,11.982929094215963
Jaipur,Petrol,Manual,First,24.7,796.0,47.3,5.0,3,Maruti,Alto800,1.252762968495368,8.006367567650246
Hyderabad,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7,Hyundai,i20Sportz,1.9459101490553132,11.191272872947295
Chennai,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,6,Hyundai,Verna1.6,2.163323025660538,10.404262840448617
Hyderabad,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,8,Audi,Q73.0,3.8066624897703196,11.002099841204238
Hyderabad,Diesel,Manual,First,25.0,1396.0,69.0,5.0,6,Tata,IndicaV2,0.5877866649021191,11.291068585538618
Kolkata,Petrol,Manual,First,18.0,995.0,62.0,5.0,15,Chevrolet,Spark1.0,-0.01005033585350145,10.647803019670473
Kolkata,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4,Hyundai,Grandi10,1.5686159179138452,8.411832675758411
Mumbai,Diesel,Manual,First,12.55,2982.0,169.0,7.0,8,Toyota,Fortuner4x4,2.8875901149342877,11.48246625748552
Chennai,Electric,Automatic,First,18.23651296194153,72.0,41.0,5.0,6,Mahindra,EVerito,2.5649493574615367,10.819778284410283
Kochi,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5,Hyundai,Grandi10,1.7334238922150915,10.843943928909063
Delhi,Petrol,Manual,First,17.0,1497.0,118.0,5.0,13,Honda,City1.5,1.1314021114911006,11.06663836234181
Kochi,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6,Hyundai,Elitei20,1.8779371654691073,10.949243923047078
Hyderabad,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7,Toyota,Innova2.5,2.580216829592325,11.903939997965592
Kochi,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,4,Ford,MustangV8,4.039536325727106,9.965992757887525
Kochi,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,3,Toyota,InnovaCrysta,2.9652730660692823,9.552226498441476
Ahmedabad,Petrol,Manual,First,18.2,1061.0,64.0,5.0,15,Maruti,ZenEstilo,0.5007752879124892,11.22764051711817
Jaipur,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,9,Maruti,SwiftZDi,1.4701758451005926,11.429543856031177
Hyderabad,Diesel,Manual,First,20.5,1248.0,91.72,5.0,7,Fiat,AvventuraMULTIJET,1.8718021769015913,10.95546235835288
Delhi,Petrol,Manual,First,18.2,998.0,67.1,5.0,15,Maruti,ZenEstilo,0.10436001532424286,11.06663836234181
Mumbai,Diesel,Manual,First,19.87,1461.0,83.8,5.0,9,Renault,Duster85PS,1.7047480922384253,10.621327345686446
Delhi,Diesel,Manual,First,10.5,2835.0,107.2,6.0,10,Mitsubishi,Pajero2.8,2.3978952727983707,10.736374936104498
Pune,Petrol,Automatic,First,23.1,998.0,67.04,5.0,7,Maruti,CelerioVXI,1.3609765531356006,10.819778284410283
Pune,Diesel,Manual,First,17.88,1405.0,48.21,5.0,9,Tata,IndicaV2,0.5877866649021191,11.156250521031495
Kochi,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6,Hyundai,Elitei20,1.827769906751088,10.533162310140499
Hyderabad,Petrol,Automatic,First,23.1,998.0,67.04,5.0,8,Maruti,CelerioVXI,1.4586150226995167,10.691944912900398
Hyderabad,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5,Hyundai,Grandi10,1.7900914121273581,10.021270588192511
Delhi,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5,Hyundai,i201.2,1.791759469228055,9.766005509214866
Delhi,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8,Hyundai,Verna1.6,1.766441661243765,11.027865049090265
Kochi,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,8,Land Rover,RoverFreelander,2.9927277645336923,11.030525315387942
Chennai,Petrol,Manual,First,16.1,1298.0,88.2,5.0,13,Maruti,SwiftVXI,1.0647107369924282,11.127262984158243
Mumbai,Petrol,Manual,First,18.0,1198.0,86.7,5.0,8,Honda,AmazeSX,1.4469189829363254,10.275051108968611
Hyderabad,Diesel,Manual,First,21.43,1364.0,87.2,5.0,12,Toyota,CorollaAltis,1.7900914121273581,11.958956534825054
Kolkata,Diesel,Manual,First,27.4,1498.0,98.6,5.0,9,Honda,AmazeS,1.1939224684724346,10.747207591575448
Coimbatore,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,13,Audi,A63.0,2.089391872533004,10.874834490158362
Jaipur,Petrol,Manual,First,22.5,998.0,67.04,5.0,5,Maruti,WagonR,1.5040773967762742,10.593304192999618
Hyderabad,Diesel,Manual,First,24.2,1498.0,98.6,7.0,8,Honda,MobilioE,1.8718021769015913,10.984818033969711
Bangalore,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,16,Honda,CR-V2.4,1.3609765531356006,11.097410021008562
Delhi,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9,Hyundai,Verna1.6,1.6582280766035324,10.858998997563564
Bangalore,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,8,Hyundai,SantaFe,2.833213344056216,10.968198289528557
Ahmedabad,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,10,Hyundai,i10Sportz,1.252762968495368,10.968198289528557
Hyderabad,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,14,Ford,FusionPlus,1.0986122886681098,11.225243392518447
Coimbatore,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,7,Hyundai,i10Sportz,1.5830939370944985,10.621522448603852
Jaipur,Diesel,Manual,First,24.4,1120.0,71.0,5.0,8,Hyundai,Xcent1.1,1.791759469228055,11.082142548877775
Mumbai,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,7,Skoda,SuperbStyle,2.740840023925201,9.852194258148577
Pune,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,14,Ford,Fiesta1.4,0.47000362924573563,11.211820372186306
Pune,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5,Maruti,BalenoZeta,1.9810014688665833,10.404262840448617
Mumbai,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,12,Skoda,Laura1.9,1.1786549963416462,11.461632170582678
Kolkata,Diesel,Manual,First,20.64,1498.0,108.5,5.0,10,Volkswagen,Vento1.5,1.2237754316221157,10.4341158035983
Coimbatore,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,8,Audi,Q73.0,3.417726683613366,11.54117272790833
Kochi,Petrol,Manual,First,17.0,1591.0,121.3,5.0,6,Hyundai,VernaVTVT,2.075684492802124,10.866241934820323
Delhi,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,10,Mercedes-Benz,NewC-Class,2.6034301519721073,10.545341438708522
Kochi,Diesel,Manual,First,25.8,1498.0,98.6,5.0,7,Honda,AmazeS,1.691939133945844,11.007651071242563
Chennai,Petrol,Manual,First,16.6,1388.0,68.0,5.0,12,Ford,Fiesta1.4,0.9555114450274363,11.580584113444043
Bangalore,Petrol,Manual,First,18.5,1197.0,82.9,5.0,9,Hyundai,i20Magna,1.4929040961781488,13.005829561148378
Kolkata,Petrol,Manual,First,22.74,796.0,47.3,5.0,5,Maruti,Alto800,1.0116009116784799,7.694392802629421
Kolkata,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,12,BMW,5Series,2.169053700369523,10.085809109330082
Coimbatore,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,7,Fiat,GrandePunto,1.6882490928583902,10.710989677333476
Kochi,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,4,Maruti,DzireAMT,2.145931282948669,11.067185087860173
Mumbai,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8,Mahindra,XUV500W6,2.1102132003465894,10.727662995502477
Kochi,Diesel,Automatic,First,11.1,2400.0,200.0,7.0,8,Volvo,XC902007-2015,3.160398895109225,11.532737896139919
Coimbatore,Petrol,Manual,First,20.36,1197.0,78.9,5.0,8,Hyundai,i10Sportz,1.501852701754163,10.767199954191426
Hyderabad,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12,Toyota,Fortuner3.0,2.5641798306825083,12.171760664812428
Bangalore,Petrol,Automatic,First,21.9,624.0,37.48,4.0,6,Tata,NanoXTA,1.0296194171811581,10.275051108968611
Coimbatore,Diesel,Manual,First,19.98,1461.0,108.5,8.0,6,Renault,Lodgy110PS,2.131796772013764,10.852845488114479
Hyderabad,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,7,Audi,Q73.0,3.8607297110405954,10.819778284410283
Mumbai,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,6,Honda,Cityi,2.191653532286764,10.661157629111573
Jaipur,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,9,Renault,Duster110PS,1.7047480922384253,11.082142548877775
Jaipur,Petrol,Manual,First,17.8,1198.0,86.7,5.0,8,Honda,AmazeS,1.55814461804655,9.84033473753086
Jaipur,Petrol,Manual,First,18.0,1198.0,86.7,5.0,6,Honda,AmazeS,1.55814461804655,8.81195017753998
Pune,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,13,BMW,3Series,2.2512917986064953,10.596634733096073
Coimbatore,Diesel,Manual,First,23.2,1248.0,73.94,5.0,11,Maruti,RitzLDi,1.3270750014599193,11.391198411892104
Delhi,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,10,Honda,City1.5,1.4469189829363254,11.082988344937576
Mumbai,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,8,BMW,3Series,2.990719731730447,10.043249494911286
Chennai,Diesel,Manual,First,15.0,1896.0,105.0,5.0,13,Volkswagen,Jetta2007-2011,1.3862943611198906,11.002099841204238
Kochi,Petrol,Manual,First,19.1,1197.0,85.8,5.0,9,Maruti,SwiftDzire,1.425515074273172,10.991207400037814
Bangalore,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,7,Jaguar,XF2.2,3.6375861597263857,9.852194258148577
Kochi,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,6,Hyundai,Xcent1.2,1.8468787684491346,10.726785417561118
Pune,Diesel,Manual,First,12.8,2494.0,102.0,8.0,13,Toyota,Innova2.5,1.5040773967762742,11.678439903447801
Chennai,Petrol,Manual,First,15.1,1196.0,73.0,7.0,6,Maruti,Eeco7,1.3217558399823195,10.915088464214607
Delhi,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10,Audi,A4New,2.322387720290225,11.002099841204238
Chennai,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15,Toyota,Innova2.5,1.6094379124341003,11.884489021402711
Mumbai,Petrol,Manual,First,9.8,1995.0,163.5,5.0,14,Maruti,GrandVitara,1.3737155789130306,10.753852134294116
Coimbatore,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6,Volkswagen,Vento1.5,2.277267285009756,11.047184736637488
Kochi,Petrol,Manual,First,18.6,1197.0,81.86,5.0,4,Hyundai,Elitei20,2.0706530356467567,9.828386780026877
Hyderabad,Diesel,Manual,First,17.8,1399.0,67.0,5.0,11,Ford,FiestaClassic,0.7419373447293773,11.871599409575127
Coimbatore,Diesel,Manual,First,13.5,2477.0,175.56,7.0,7,Mitsubishi,PajeroSport,2.7985001040242823,10.887380856545494
Bangalore,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,11,Hyundai,SantaFe,2.186051276738094,11.904967552746252
Pune,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10,Mahindra,XUV500W8,1.9754689512968577,11.461632170582678
Chennai,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7,Toyota,Innova2.5,2.6026896854443837,11.512925464970229
Chennai,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,6,Mercedes-Benz,GLE350d,4.174387269895637,10.275051108968611
Bangalore,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8,Mahindra,Scorpio2009-2014,2.0014800002101243,11.37366339763672
Kochi,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,8,Honda,City1.5,1.6389967146756448,10.947960395103589
Pune,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,9,Mercedes-Benz,GL-Class2007,3.4657359027997265,11.512925464970229
Kolkata,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11,Honda,City1.5,1.1786549963416462,11.736069016284437
Kolkata,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5,Maruti,WagonR,1.3737155789130306,9.740968623038354
Pune,Petrol,Manual,Second,15.4,1193.0,65.0,5.0,9,Tata,IndigoeCS,0.4054651081081644,11.156250521031495
Pune,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,12,Hyundai,i202015-2017,1.0986122886681098,10.819778284410283
Kolkata,Petrol,Manual,First,16.0,1198.0,90.0,5.0,12,Honda,JazzActive,0.688134638736401,10.59162219127253
Kolkata,Petrol,Manual,First,19.0,998.0,66.1,5.0,12,Maruti,A-StarLxi,0.30010459245033816,11.002099841204238
Hyderabad,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,13,BMW,3Series,2.6026896854443837,10.968198289528557
Hyderabad,Diesel,Manual,First,17.67,1968.0,138.08,5.0,12,Skoda,YetiElegance,1.944480556245719,11.608317459609447
Hyderabad,Diesel,Manual,First,19.01,1461.0,108.5,5.0,9,Nissan,TerranoXV,2.1400661634962708,11.350406535472453
Pune,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,12,Volkswagen,PoloDiesel,1.0612565021243408,11.33857207782545
Mumbai,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11,BMW,3Series,2.3513752571634776,10.839580911706463
Kochi,Petrol,Manual,First,16.95,1498.0,97.7,5.0,9,Nissan,Sunny2011-2014,1.3787660946990992,11.140121139101613
Chennai,Petrol,Automatic,First,24.07,998.0,67.1,5.0,5,Maruti,AltoK10,1.4469189829363254,8.612503371220562
Coimbatore,Petrol,Manual,First,21.1,1197.0,85.8,5.0,6,Maruti,RitzZXI,1.8196988379172965,10.597933888827693
Coimbatore,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,6,Audi,Q530,3.656356262408376,10.764117571984855
Hyderabad,Diesel,Manual,First,16.8,1493.0,110.0,5.0,9,Hyundai,VernaCRDi,1.8718021769015913,11.285560516081748
Jaipur,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,9,Honda,AmazeS,1.4469189829363254,11.05089000537367
Kolkata,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8,Honda,Cityi,1.55814461804655,10.714417768752456
Kochi,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,8,Toyota,FortunerTRD,2.8741294517947424,10.942013616092948
Jaipur,Diesel,Manual,First,20.34,1498.0,103.2,5.0,7,Volkswagen,Vento1.5,1.766441661243765,10.968198289528557
Coimbatore,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,11,BMW,5Series,2.848970892158587,10.85131571040844
Hyderabad,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,15,BMW,3Series,2.224623551524334,11.214505951975706
Ahmedabad,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,5,Hyundai,Creta1.6,2.545531271604435,10.126631103850338
Pune,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,6,BMW,3Series,3.295836866004329,11.156250521031495
Bangalore,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,9,Mercedes-Benz,NewC-Class,3.044522437723423,10.126631103850338
Hyderabad,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5,Maruti,SwiftDzire,2.0731719286662407,9.998797732340453
Hyderabad,Petrol,Manual,Second,23.1,998.0,67.04,5.0,7,Maruti,CelerioZXI,1.5040773967762742,10.75832832209406
Mumbai,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,5,BMW,3Series,3.518980417318539,8.987196820661973
Delhi,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,12,Audi,Q74.2,2.8627721462977607,11.198214720130528
Kochi,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5,Honda,JazzV,1.916922612182061,10.517943195514293
Coimbatore,Petrol,Manual,First,25.4,624.0,37.48,4.0,8,Tata,NanoCx,0.5187937934151675,10.647399137646048
Chennai,Petrol,Manual,First,24.7,796.0,47.3,5.0,6,Maruti,Alto800,1.0647107369924282,11.018629143155449
Mumbai,Petrol,Manual,First,22.5,998.0,67.04,5.0,8,Maruti,WagonR,1.1505720275988207,10.683454425048634
Jaipur,Diesel,Manual,First,24.4,1120.0,71.0,5.0,8,Hyundai,Xcent1.1,1.3609765531356006,11.002099841204238
Delhi,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,12,Chevrolet,BeatLT,0.6678293725756554,10.896739325546411
Kochi,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,7,Jaguar,XF2.2,3.277899165317662,10.203629181337648
Chennai,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,12,Volkswagen,PassatDiesel,2.1972245773362196,10.858998997563564
Hyderabad,Diesel,Manual,First,21.27,1396.0,88.76,5.0,10,Hyundai,i20Asta,1.5040773967762742,11.289781913656018
Chennai,Diesel,Manual,First,10.5,2835.0,107.2,6.0,14,Mitsubishi,Pajero2.8,2.169053700369523,11.982929094215963
Chennai,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,4,Maruti,VitaraBrezza,2.4423470353692043,8.101677747454572
Delhi,Petrol,Manual,First,24.07,998.0,67.1,5.0,6,Maruti,AltoK10,1.0986122886681098,10.463874471644896
Coimbatore,Petrol,Manual,First,21.1,814.0,55.2,5.0,7,Hyundai,EONMagna,1.332366019094335,10.187462763056583
Ahmedabad,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7,Maruti,CiazVDi,1.791759469228055,10.985292722887856
Bangalore,Diesel,Manual,First,19.67,1582.0,126.2,5.0,6,Hyundai,Creta1.6,2.583997552432231,10.839580911706463
Delhi,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,10,Skoda,SuperbAmbition,2.0794415416798357,10.940224437486151
Hyderabad,Diesel,Manual,First,20.14,1498.0,88.8,5.0,7,Volkswagen,Polo1.5,1.7578579175523736,11.289781913656018
Delhi,Diesel,Automatic,Third,18.48,1995.0,190.0,5.0,10,BMW,5Series,2.6282852326333477,11.184421397998193
Hyderabad,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,9,Toyota,Innova2.5,2.6026896854443837,11.580584113444043
Pune,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,8,Mercedes-Benz,E-Class2009-2013,3.2188758248682006,11.512925464970229
Kochi,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6,Volkswagen,Polo1.5,1.7029282555214393,11.002066507315336
Hyderabad,Diesel,Automatic,First,17.32,1968.0,150.0,5.0,9,Audi,Q32.0,2.9444389791664403,11.56171562913966
Kolkata,Petrol,Manual,First,18.5,1197.0,80.0,5.0,11,Hyundai,i201.2,0.9162907318741551,10.491274217438248
Kolkata,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,7,Hyundai,i10Sportz,1.0986122886681098,10.100287128510736
Kochi,Diesel,Manual,First,24.7,1047.0,69.0,5.0,4,Tata,Tigor1.05,1.8931119634883424,10.274119640804045
Kochi,Petrol,Manual,First,21.1,814.0,55.2,5.0,5,Hyundai,EONEra,1.1662709371419244,9.017119634313227
Chennai,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,13,Hyundai,SantroXing,0.4382549309311553,11.825119645917619
Hyderabad,Petrol,Manual,First,17.92,1086.0,62.1,5.0,11,Hyundai,SantroXing,0.9516578757114463,11.002099841204238
Chennai,Diesel,Manual,Second,12.7,2609.0,120.0,8.0,14,Mahindra,ScorpioSLX,1.3862943611198906,11.512925464970229
Jaipur,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12,Honda,Cityi-VTEC,1.3532545070416904,10.793208410867665
Bangalore,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5,Maruti,VitaraBrezza,2.277267285009756,10.714417768752456
Kochi,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,3,Audi,A435,3.4937765629552486,10.549621738824321
Chennai,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11,Mercedes-Benz,E-Class2009-2013,2.8183982582710754,10.687389096364537
Jaipur,Petrol,Manual,First,13.5,1799.0,130.0,5.0,15,Honda,Civic2006-2010,0.6418538861723947,11.429543856031177
Kochi,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5,Hyundai,i20Magna,1.8855533485144158,9.551373619924957
Coimbatore,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,5,Audi,Q335,3.4635460067266908,10.654101432744401
Jaipur,Diesel,Manual,First,25.1,1498.0,98.6,5.0,8,Honda,Cityi,1.9810014688665833,11.245712464357787
Pune,Petrol,Manual,First,19.81,1086.0,68.05,5.0,14,Hyundai,i10Era,0.6418538861723947,11.193711444905285
Kolkata,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7,Maruti,SwiftVDI,1.2669476034873244,10.714417768752456
Hyderabad,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,10,Ford,Endeavour3.0L,2.224623551524334,11.426234036791518
Kochi,Petrol,Manual,First,13.8,1299.0,70.0,5.0,13,Ford,Ikon1.3,0.5007752879124892,11.104716596191
Coimbatore,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,3,BMW,X1sDrive,3.6011405398059297,9.6457525564523
Mumbai,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11,Mercedes-Benz,E-Class2009-2013,2.772588722239781,10.915088464214607
Kochi,CNG,Manual,First,21.14,1196.0,73.0,5.0,3,Maruti,Eeco5,1.682688374173693,9.95759687818316
Pune,Petrol,Manual,First,16.7,1198.0,88.8,5.0,11,Honda,JazzSelect,1.1474024528375417,11.49272275765271
Ahmedabad,Diesel,Manual,First,25.8,1498.0,98.6,5.0,8,Honda,AmazeS,1.4701758451005926,11.02348618108561
Hyderabad,Petrol,Manual,Second,17.3,993.0,60.0,5.0,16,Maruti,ZenLXi,0.1823215567939546,11.289781913656018
Jaipur,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,9,Hyundai,i20Magna,1.410986973710262,10.985292722887856
Chennai,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,13,BMW,X53.0d,2.9311937524164198,11.918390573078392
